period,Coal,Hydro,Natural Gas,Nuclear,Other,Petroleum,Solar,Wind
2024-08-05T13,407,3583,18243,2263,-665,85,-54,2654
2024-08-05T14,368,3435,17552,2263,577,85,54,2153
2024-08-05T15,358,3482,17799,2263,501,84,1446,2046
2024-08-05T16,406,2932,20149,2263,-2141,85,7494,1759
2024-08-05T17,550,2357,22075,2264,-4540,86,13332,1389
2024-08-05T18,651,2244,20716,2264,-4039,86,15720,1142
2024-08-05T19,651,2266,20615,2261,-3827,86,16629,931
2024-08-05T20,645,2302,19975,2261,-2537,86,17192,862
2024-08-05T21,651,2588,19460,2262,-1171,85,17294,970
2024-08-05T22,658,2969,19896,2263,-197,86,17449,1247
2024-08-05T23,664,3791,21551,2264,716,86,16325,1481
2024-08-06T00,670,4743,23666,2263,591,86,15091,1713
2024-08-06T01,664,5783,23199,2263,805,86,13604,2099
2024-08-06T02,676,6428,23937,2264,1738,86,10830,2463
2024-08-06T03,716,7034,24767,2265,4020,86,5495,2827
2024-08-06T04,708,7157,24639,2264,5689,86,882,3190
2024-08-06T05,701,7194,23910,2261,5426,86,58,3493
2024-08-06T06,722,6635,22476,2262,4536,86,9,3312
2024-08-06T07,594,5989,20960,2263,2265,86,12,3263
2024-08-06T08,446,5278,19192,2264,592,85,12,3266
2024-08-06T09,358,4527,17877,2264,306,85,12,3251
2024-08-06T10,353,3800,18244,2264,-937,86,10,3205
2024-08-06T11,350,3899,17868,2263,-1253,86,11,2995
2024-08-06T12,351,3942,16711,2262,-989,86,12,2413
2024-08-06T13,350,4031,16453,2261,-694,86,10,2012
2024-08-06T14,368,4021,16677,2261,-79,86,103,1929
2024-08-06T15,373,3829,16370,2263,673,85,1486,1481
2024-08-06T16,379,3208,17399,2262,-1980,87,8242,1191
2024-08-06T17,380,2607,17534,2261,-3198,87,13467,860
2024-08-06T18,385,2468,17767,2261,-3382,87,16347,628
2024-08-06T19,383,2559,17997,2262,-3253,87,17063,587
2024-08-06T20,384,2479,18622,2262,-2323,86,17420,681
2024-08-06T21,395,2371,19195,2261,-1503,86,18065,809
2024-08-06T22,402,2834,18753,2260,-2,86,17608,1154
2024-08-06T23,407,3711,19294,2259,132,86,17221,1358
2024-08-07T00,409,4154,20711,2260,403,86,16824,1578
2024-08-07T01,405,5218,22150,2261,590,86,15555,1757
2024-08-07T02,391,5875,22843,2261,1862,86,12297,1937
2024-08-07T03,398,6743,23822,2261,5011,86,5809,2650
2024-08-07T04,408,7158,24447,2262,6124,86,680,3341
2024-08-07T05,403,6754,23494,2261,5419,86,6,3683
2024-08-07T06,397,6435,22380,2261,4144,86,12,3883
2024-08-07T07,383,5973,20967,2262,2307,85,15,3977
2024-08-07T08,371,5389,20010,2264,675,79,14,3909
2024-08-07T09,360,5214,18035,2262,457,44,15,3777
2024-08-07T10,352,4396,16901,2262,167,44,14,3658
2024-08-07T11,351,3985,15838,2262,251,45,15,3490
2024-08-07T12,351,3890,15785,2260,13,47,14,3284
2024-08-07T13,352,4331,16315,2259,-441,66,14,3126
2024-08-07T14,369,4502,16614,2259,-124,84,53,3364
2024-08-07T15,371,3824,16222,2260,1003,58,1045,2393
2024-08-07T16,381,2832,17536,2260,-668,45,6537,1779
2024-08-07T17,373,2566,20087,2260,-3373,44,11551,1546
2024-08-07T18,372,2690,19450,2258,-3972,44,14827,1133
2024-08-07T19,380,2752,18802,2256,-3837,44,16856,965
2024-08-07T20,381,2873,18893,2256,-3262,44,17406,999
2024-08-07T21,378,3234,18358,2257,-1972,45,17244,1356
2024-08-07T22,381,3340,17385,2256,-631,46,17277,2075
2024-08-07T23,379,4184,17344,2256,138,46,16823,2777
2024-08-08T00,379,5067,18357,2257,77,46,16481,3413
2024-08-08T01,381,5692,18838,2259,460,46,15235,4056
2024-08-08T02,380,6150,20529,2261,918,46,12441,4256
2024-08-08T03,381,6802,22882,2258,3000,46,6083,4551
2024-08-08T04,387,6813,23119,2255,5190,46,782,4974
2024-08-08T05,400,6913,22207,2253,4380,46,68,5017
2024-08-08T06,388,6416,20721,2256,3754,46,73,5036
2024-08-08T07,372,6029,19173,2255,2803,46,76,4929
2024-08-08T08,356,5694,18155,2256,1143,46,74,4956
2024-08-08T09,353,4783,16592,2257,955,46,74,4791
2024-08-08T10,350,4271,15136,2257,635,46,73,4518
2024-08-08T11,351,4058,14507,2257,455,46,74,4496
2024-08-08T12,351,3757,14011,2258,222,46,72,4614
2024-08-08T13,351,4178,13870,2259,222,46,72,4483
2024-08-08T14,399,4424,13825,2259,624,46,136,4528
2024-08-08T15,399,4076,14287,2258,958,46,1017,4332
2024-08-08T16,401,3352,14925,2258,-719,46,6305,4104
2024-08-08T17,392,2962,15131,2258,-2812,46,11180,3935
2024-08-08T18,394,3274,14519,2254,-3507,46,14348,3793
2024-08-08T19,402,3424,14909,2253,-3784,46,15839,3421
2024-08-08T20,481,3041,15096,2255,-3459,46,17012,3185
2024-08-08T21,430,3072,15203,2252,-2417,46,17428,3108
2024-08-08T22,418,3266,13974,2253,-691,46,17346,3350
2024-08-08T23,420,3541,14412,2255,-37,46,17468,3970
2024-08-09T00,442,4133,15266,2257,398,46,16833,4487
2024-08-09T01,604,4890,16196,2257,691,46,15635,4970
2024-08-09T02,610,5389,18143,2257,905,46,12921,5154
2024-08-09T03,612,6573,19937,2259,2902,46,6373,5325
2024-08-09T04,620,6810,20300,2260,5652,46,801,5560
2024-08-09T05,618,6693,20144,2260,5368,46,-30,5484
2024-08-09T06,606,6000,18939,2259,4859,46,-29,5386
2024-08-09T07,511,5535,17822,2257,2937,46,-26,5148
2024-08-09T08,380,4948,17396,2257,1259,46,-26,5024
2024-08-09T09,356,4709,16413,2258,589,46,-26,4933
2024-08-09T10,351,4246,14672,2259,196,46,-28,4819
2024-08-09T11,349,4108,13928,2259,171,46,-27,4864
2024-08-09T12,349,3881,13855,2258,29,46,-27,4685
2024-08-09T13,374,4237,13460,2259,433,46,-27,4318
2024-08-09T14,477,3760,14039,2258,841,46,50,4170
2024-08-09T15,418,3177,14541,2259,1314,46,1240,3748
2024-08-09T16,388,2732,14490,2260,119,46,6517,3221
2024-08-09T17,393,2487,15778,2259,-2242,46,11456,2636
2024-08-09T18,400,2400,16359,2258,-3384,46,14802,1954
2024-08-09T19,401,2536,16699,2256,-3904,46,16787,1582
2024-08-09T20,408,2865,16481,2257,-3739,46,17947,1461
2024-08-09T21,407,2857,16241,2257,-2817,46,18466,1591
2024-08-09T22,406,3189,15193,2257,-1328,46,18123,2158
2024-08-09T23,485,3638,15282,2257,-484,46,17789,2817
2024-08-10T00,613,4470,15888,2257,201,46,17334,3209
2024-08-10T01,613,5422,17247,2258,141,46,15658,3663
2024-08-10T02,613,5890,18841,2257,744,46,12954,3907
2024-08-10T03,613,6863,20713,2256,3417,46,6305,3887
2024-08-10T04,620,7039,21056,2257,5982,46,705,4265
2024-08-10T05,620,6857,20547,2258,4778,46,-51,4675
2024-08-10T06,608,6094,18898,2257,4558,46,-54,4518
2024-08-10T07,513,5995,17546,2258,3143,46,-52,4665
2024-08-10T08,380,5398,17188,2259,1039,61,-52,4642
2024-08-10T09,356,4849,15478,2260,926,82,-52,4451
2024-08-10T10,354,4614,13815,2260,442,86,-51,4434
2024-08-10T11,351,4154,12713,2259,486,86,-52,4338
2024-08-10T12,352,4236,11732,2261,477,87,-52,4212
2024-08-10T13,353,4205,11356,2260,548,87,-52,4014
2024-08-10T14,376,4407,11177,2259,714,87,37,3711
2024-08-10T15,376,4001,11038,2259,579,86,1615,3270
2024-08-10T16,376,3019,10689,2260,-1610,86,8937,2569
2024-08-10T17,377,2421,11755,2260,-3694,86,14699,2214
2024-08-10T18,391,2464,12090,2260,-3951,85,16720,2171
2024-08-10T19,395,2914,12062,2260,-3705,85,17551,1865
2024-08-10T20,414,3056,10990,2261,-2390,85,17960,1612
2024-08-10T21,412,3289,11006,2261,-1362,85,18067,1466
2024-08-10T22,625,3384,10759,2260,76,85,17166,1702
2024-08-10T23,635,3892,11617,2259,785,85,16608,2422
2024-08-11T00,508,4499,13369,2262,624,85,16000,3439
2024-08-11T01,419,4786,15729,2260,515,85,14449,4163
2024-08-11T02,412,6167,16993,2258,1980,85,10953,4427
2024-08-11T03,417,6674,18037,2258,4392,86,5349,4415
2024-08-11T04,416,6828,18451,2258,6563,86,642,4655
2024-08-11T05,415,6556,17754,2257,5958,86,-59,4962
2024-08-11T06,378,5947,17407,2257,3741,86,-55,5102
2024-08-11T07,366,5473,16603,2256,2598,86,-52,4974
2024-08-11T08,363,5356,16683,2258,512,87,-52,4733
2024-08-11T09,358,4831,15258,2258,370,87,-52,4538
2024-08-11T10,354,4450,13861,2257,223,86,-53,4501
2024-08-11T11,353,4086,12500,2256,286,86,-53,4381
2024-08-11T12,352,4036,12031,2256,242,87,-56,4144
2024-08-11T13,353,4145,11125,2256,360,87,-55,3950
2024-08-11T14,349,4266,10548,2255,462,87,26,3790
2024-08-11T15,351,3897,10560,2256,232,87,1392,3528
2024-08-11T16,357,2872,10003,2256,-1214,87,7645,3200
2024-08-11T17,353,2437,11925,2255,-4251,87,13295,3196
2024-08-11T18,359,2368,12158,2253,-4435,87,15389,2626
2024-08-11T19,366,2714,12102,2253,-4373,86,16770,2366
2024-08-11T20,374,2753,11807,2253,-3661,86,17217,2221
2024-08-11T21,372,2972,11212,2252,-2199,86,17764,2388
2024-08-11T22,372,3386,10318,2250,-468,86,17387,2669
2024-08-11T23,384,3789,10204,2250,620,86,17090,3046
2024-08-12T00,374,4221,11937,2251,975,86,15662,3367
2024-08-12T01,385,4805,14473,2251,1326,86,13622,3014
2024-08-12T02,383,5876,17009,2250,1791,86,10771,3159
2024-08-12T03,378,6446,18012,2250,5468,86,5096,3524
2024-08-12T04,380,6680,18554,2250,7598,87,574,3480
2024-08-12T05,380,6562,18458,2249,6622,87,-26,3588
2024-08-12T06,374,6128,17994,2249,4681,87,-58,3647
2024-08-12T07,358,5545,17248,2248,2192,87,-56,3722
2024-08-12T08,347,5252,16653,2248,139,87,-56,3841
2024-08-12T09,354,4527,15192,2249,205,87,-56,3594
2024-08-12T10,354,4453,13908,2250,128,87,-55,3429
2024-08-12T11,352,4118,13375,2250,-60,88,-55,3482
2024-08-12T12,350,4154,12787,2251,-179,87,-55,3502
2024-08-12T13,351,4366,12411,2252,107,87,-54,3438
2024-08-12T14,359,3876,12200,2252,807,88,14,3260
2024-08-12T15,357,3519,12197,2252,1193,87,1403,3323
2024-08-12T16,360,2850,12585,2253,-810,87,8034,2948
2024-08-12T17,362,2465,13255,2253,-3131,87,14252,2533
2024-08-12T18,370,2454,14406,2252,-4245,86,16585,2390
2024-08-12T19,372,2734,13741,2251,-3790,86,17174,2298
2024-08-12T20,369,2687,13743,2249,-3395,86,17693,2387
2024-08-12T21,369,2793,13920,2245,-2511,86,17593,2928
2024-08-12T22,373,2998,13115,2245,-1547,86,16974,3375
2024-08-12T23,511,3692,12743,2246,-910,86,17152,3817
2024-08-13T00,604,4065,12344,2247,107,86,16960,3967
2024-08-13T01,604,4642,15116,2247,-675,86,16147,4259
2024-08-13T02,610,5287,15965,2246,230,86,13414,4133
2024-08-13T03,613,6684,17266,2246,4215,86,6440,3919
2024-08-13T04,608,6821,17745,2248,7515,87,894,3758
2024-08-13T05,552,6820,17568,2250,6675,87,27,3737
2024-08-13T06,492,6034,17269,2250,5212,87,-3,3300
2024-08-13T07,384,5619,16684,2248,2750,87,-1,3413
2024-08-13T08,356,4796,16366,2248,422,87,-2,3644
2024-08-13T09,355,4561,13441,2248,779,87,-2,3856
2024-08-13T10,353,4500,11962,2250,197,87,-2,3870
2024-08-13T11,349,4318,11162,2250,-8,87,-2,4015
2024-08-13T12,350,4277,10518,2249,-2,87,-2,3922
2024-08-13T13,350,4671,10528,2250,166,87,-3,3742
2024-08-13T14,366,4782,10481,2250,641,87,87,3586
2024-08-13T15,366,4466,10076,2249,1229,87,1737,3323
2024-08-13T16,365,3980,10407,2249,-1198,87,9158,3139
2024-08-13T17,369,3027,11448,2245,-3380,87,15552,3000
2024-08-13T18,379,3109,12280,2243,-4531,86,17545,2810
2024-08-13T19,379,3124,12238,2241,-4333,83,18308,2459
2024-08-13T20,381,2839,12408,2238,-4166,86,18716,2519
2024-08-13T21,387,3019,11966,2237,-3397,86,18858,2922
2024-08-13T22,486,3220,10747,2238,-2011,86,18782,3334
2024-08-13T23,489,3666,9541,2237,-436,86,18553,3551
2024-08-14T00,406,4431,10470,2240,-52,86,18075,3820
2024-08-14T01,379,5073,11402,2243,316,86,16875,4176
2024-08-14T02,379,6189,13111,2246,810,86,14025,4410
2024-08-14T03,380,6778,15671,2249,4092,86,6662,4147
2024-08-14T04,383,7058,17102,2249,7051,87,705,4108
2024-08-14T05,385,6811,16768,2249,6330,87,-9,4337
2024-08-14T06,373,5989,15569,2248,5889,87,-20,4543
2024-08-14T07,361,5435,14811,2248,3207,87,-17,4807
2024-08-14T08,354,5192,14207,2250,334,86,-18,5028
2024-08-14T09,353,4430,12928,2251,12,87,-17,4959
2024-08-14T10,353,3919,10918,2250,393,87,-17,4822
2024-08-14T11,351,3786,10787,2249,-117,87,-17,4765
2024-08-14T12,351,3781,10534,2249,-262,87,-18,4859
2024-08-14T13,347,3826,10813,2249,120,87,-18,4667
2024-08-14T14,361,3393,11154,2249,972,87,72,4442
2024-08-14T15,378,3746,11521,2250,1201,87,1787,4230
2024-08-14T16,373,2565,11681,2251,-1053,86,9408,3817
2024-08-14T17,368,1899,12871,2250,-3613,86,15830,3550
2024-08-14T18,369,2078,13239,2250,-4190,86,17607,3200
2024-08-14T19,370,2604,12925,2252,-4361,86,18306,3127
2024-08-14T20,369,2204,12845,2250,-3999,86,18659,3176
2024-08-14T21,370,2581,11935,2248,-2769,86,18841,3592
2024-08-14T22,381,2750,11626,2249,-1178,86,18847,3965
2024-08-14T23,387,3129,11057,2252,-61,86,18665,4475
2024-08-15T00,381,3577,11827,2252,241,86,18296,4526
2024-08-15T01,381,4024,13018,2250,536,86,17327,4819
2024-08-15T02,382,5061,15462,2250,1027,86,14399,4752
2024-08-15T03,391,6331,17605,2252,4394,86,6767,4818
2024-08-15T04,388,6565,17861,2254,8033,86,688,4846
2024-08-15T05,387,6169,17350,2254,7421,86,84,4875
2024-08-15T06,375,5559,16116,2253,5978,86,18,4789
2024-08-15T07,363,5273,15605,2250,3396,87,10,4651
2024-08-15T08,347,4596,15256,2249,963,86,9,4703
2024-08-15T09,354,4451,14057,2249,544,86,10,4763
2024-08-15T10,366,4375,12833,2249,100,86,10,4670
2024-08-15T11,354,4220,11624,2248,50,86,10,4811
2024-08-15T12,349,4159,11669,2251,-188,86,10,4823
2024-08-15T13,343,4397,11085,2252,100,87,10,4833
2024-08-15T14,367,4619,11181,2253,504,87,99,4580
2024-08-15T15,375,4139,11018,2253,702,86,1805,4475
2024-08-15T16,372,3548,10822,2254,-1254,87,9693,4231
2024-08-15T17,372,2972,12864,2255,-3954,87,16211,3903
2024-08-15T18,379,3108,13600,2255,-4774,86,17995,3555
2024-08-15T19,384,3387,12855,2253,-4664,86,18569,3329
2024-08-15T20,382,3304,12435,2251,-3984,86,18847,3180
2024-08-15T21,384,3445,11070,2252,-2496,85,18702,3196
2024-08-15T22,408,3532,10498,2252,-1216,85,18527,3268
2024-08-15T23,387,4037,10177,2251,3,86,18328,3435
2024-08-16T00,382,4622,11307,2252,458,85,17724,3521
2024-08-16T01,387,5267,14078,2253,24,86,16673,3778
2024-08-16T02,382,6298,16671,2254,779,86,13875,3975
2024-08-16T03,431,7076,19068,2254,4210,86,6655,3817
2024-08-16T04,385,7061,19656,2254,7463,86,605,3885
2024-08-16T05,388,6818,18783,2254,6390,86,-59,4168
2024-08-16T06,378,6333,17120,2254,5155,86,-55,4256
2024-08-16T07,364,5991,16680,2252,2233,86,-51,3976
2024-08-16T08,357,5329,15818,2253,1099,87,-52,3647
2024-08-16T09,355,4674,15031,2252,909,87,-52,3343
2024-08-16T10,352,4131,14506,2251,191,87,-52,3314
2024-08-16T11,351,3858,13486,2250,557,87,-52,3311
2024-08-16T12,350,3897,13329,2252,259,87,-52,2899
2024-08-16T13,345,4145,13675,2252,239,85,-52,2650
2024-08-16T14,361,3713,13409,2254,1169,87,26,2552
2024-08-16T15,375,3477,13139,2254,1543,87,1627,2434
2024-08-16T16,377,2463,13343,2254,-948,87,9252,1923
2024-08-16T17,376,2302,14965,2254,-4191,86,15995,1587
2024-08-16T18,380,2455,15661,2254,-5194,86,17905,1495
2024-08-16T19,382,2497,15975,2251,-5387,86,18684,1260
2024-08-16T20,379,2410,15042,2248,-3800,86,18861,980
2024-08-16T21,404,2559,14584,2247,-2444,86,18672,966
2024-08-16T22,420,2764,13481,2247,-596,86,18472,1258
2024-08-16T23,380,3138,13555,2246,441,86,17640,1692
2024-08-17T00,379,3944,14635,2245,499,86,17138,2273
2024-08-17T01,380,4949,17168,2244,109,86,15404,2814
2024-08-17T02,382,5570,19023,2247,756,86,12137,3095
2024-08-17T03,379,6858,20333,2248,4350,86,5632,3298
2024-08-17T04,400,7238,20474,2250,6772,86,532,3445
2024-08-17T05,398,7177,20023,2250,5511,86,-11,3522
2024-08-17T06,377,6362,18363,2250,5022,85,-5,3572
2024-08-17T07,381,6042,17572,2248,3985,86,-3,3322
2024-08-17T08,355,5565,17202,2248,1932,86,-3,3121
2024-08-17T09,356,4882,16200,2247,1195,87,-2,2923
2024-08-17T10,355,4526,15295,2247,367,86,-2,2948
2024-08-17T11,356,4194,14525,2246,167,86,-3,3032
2024-08-17T12,352,4160,13701,2246,164,86,-2,2904
2024-08-17T13,346,3850,13449,2246,165,87,-3,2609
2024-08-17T14,356,4024,13450,2247,497,87,69,2269
2024-08-17T15,359,3658,12828,2247,637,87,1423,2078
2024-08-17T16,355,3397,10933,2246,-1194,86,8563,2145
2024-08-17T17,350,2923,10699,2242,-2997,87,15305,2235
2024-08-17T18,355,2541,11503,2240,-3826,87,17693,2374
2024-08-17T19,356,2814,11900,2239,-4494,86,18618,2144
2024-08-17T20,366,2772,11672,2239,-4299,86,18849,1847
2024-08-17T21,377,2838,10952,2238,-3415,86,18970,2119
2024-08-17T22,386,3142,9154,2236,-1357,87,18714,2551
2024-08-17T23,479,3413,8434,2234,-81,86,18181,3184
2024-08-18T00,616,3808,8608,2234,337,87,17651,3629
2024-08-18T01,813,4480,10466,2235,-105,86,16529,3787
2024-08-18T02,841,5357,12100,2237,421,86,13318,4020
2024-08-18T03,657,6245,13715,2238,3855,86,5931,4156
2024-08-18T04,623,6676,14392,2241,6214,87,411,4318
2024-08-18T05,579,6599,13845,2242,4969,86,-37,4594
2024-08-18T06,415,6230,13246,2243,4081,87,-32,4470
2024-08-18T07,356,5497,13261,2242,2680,87,-30,4254
2024-08-18T08,351,4926,12436,2241,1208,87,-30,4182
2024-08-18T09,357,4563,12517,2241,1115,87,-31,3558
2024-08-18T10,373,4236,12087,2240,624,87,-30,3271
2024-08-18T11,382,4164,11640,2239,185,87,-30,3179
2024-08-18T12,354,3847,11538,2239,265,87,-45,3010
2024-08-18T13,354,3638,11243,2240,432,87,-47,3043
2024-08-18T14,349,3631,10997,2240,848,87,21,3156
2024-08-18T15,355,2938,10736,2240,1556,87,1319,2565
2024-08-18T16,352,2301,9363,2243,-351,87,8160,1912
2024-08-18T17,346,1640,10439,2246,-3034,87,14640,1744
2024-08-18T18,346,1800,10616,2247,-3935,87,16328,1595
2024-08-18T19,347,1947,10456,2246,-4113,87,16844,1476
2024-08-18T20,354,1828,10187,2243,-3752,87,17680,1287
2024-08-18T21,458,2200,9949,2243,-3101,87,18629,1089
2024-08-18T22,612,2762,8221,2243,-1113,86,18727,1133
2024-08-18T23,615,3323,7665,2243,-34,86,18336,1178
2024-08-19T00,612,3523,9060,2242,-370,87,17933,1229
2024-08-19T01,610,4283,10826,2242,313,87,16654,1383
2024-08-19T02,612,5610,13952,2244,585,87,13389,1722
2024-08-19T03,604,6707,16013,2245,4498,87,5736,2192
2024-08-19T04,428,6761,17288,2246,6558,87,375,2707
2024-08-19T05,387,6755,17401,2245,5472,86,-56,2963
2024-08-19T06,376,6101,16476,2246,4864,87,-50,2601
2024-08-19T07,359,5570,15913,2245,2618,87,-49,2354
2024-08-19T08,353,4587,15409,2244,747,87,-49,2185
2024-08-19T09,356,4235,14753,2244,735,87,-47,2018
2024-08-19T10,355,3842,14368,2243,-16,87,-47,2212
2024-08-19T11,349,3437,14344,2243,54,87,-46,2262
2024-08-19T12,343,3362,13960,2243,411,87,-46,1944
2024-08-19T13,345,3595,14404,2243,373,87,-46,1662
2024-08-19T14,360,3479,14670,2242,1158,87,26,1489
2024-08-19T15,372,3172,14487,2243,1698,86,1488,1217
2024-08-19T16,374,3087,13522,2244,-1126,87,8803,970
2024-08-19T17,375,2864,14403,2241,-3963,87,15609,813
2024-08-19T18,373,2736,15094,2240,-4841,87,17688,791
2024-08-19T19,377,2651,15348,2241,-4972,87,18341,701
2024-08-19T20,405,2704,15062,2241,-3934,87,18738,664
2024-08-19T21,542,2964,14278,2242,-2404,87,18750,730
