period,Battery storage,Coal,Geothermal,Hydro,Natural Gas,Nuclear,Other,Petroleum,Pumped storage,Solar,Solar with integrated battery storage,Wind
2025-04-06T16,-2,1,455,3109,6842,2278,-124,0,0,7568,170,651
2025-04-06T17,-8,1,454,1406,8005,2279,-2554,0,0,14451,157,506
2025-04-06T18,-1,1,449,1016,9608,2279,-4060,0,0,14797,157,389
2025-04-06T19,-3,1,452,615,9956,2278,-4509,0,0,14275,158,340
2025-04-06T20,-18,1,450,559,10411,2278,-5203,0,0,13975,158,304
2025-04-06T21,-121,1,451,576,10005,2279,-5196,0,0,13740,158,292
2025-04-06T22,-152,2,448,560,9630,2279,-4872,0,0,13545,159,309
2025-04-06T23,-152,2,448,543,9296,2279,-4493,0,0,13669,193,660
2025-04-07T00,-123,1,462,578,8238,2280,-3129,0,0,13006,198,1202
2025-04-07T01,-44,1,463,1321,7233,2278,-1887,0,21,12547,173,1508
2025-04-07T02,65,2,464,2701,6729,2278,196,0,223,10717,183,1817
2025-04-07T03,-1,1,466,4667,6156,2279,4013,0,239,3634,182,2196
2025-04-07T04,-3,0,464,5431,6416,2279,7037,0,240,90,210,2730
2025-04-07T05,-10,0,465,5341,6955,2279,6021,0,238,-11,195,2962
2025-04-07T06,-1,-1,472,5216,6742,2278,4639,0,237,-6,55,3254
2025-04-07T07,1,-1,473,5025,6365,2279,2784,0,223,-5,26,3517
2025-04-07T08,146,-1,475,4625,6633,2279,1210,0,0,-4,0,3520
2025-04-07T09,151,-1,478,4285,6363,2278,622,0,0,-4,0,3435
2025-04-07T10,150,0,480,4119,6502,2278,152,0,0,-4,0,3224
2025-04-07T11,50,0,479,4117,6247,2280,135,0,0,-5,0,2918
2025-04-07T12,25,0,481,4308,6195,2279,96,0,0,-5,0,2674
2025-04-07T13,-2,0,482,4489,6575,2280,461,0,229,-4,1,2783
2025-04-07T14,5,0,485,4278,6909,2279,1384,0,239,27,24,2957
2025-04-07T15,0,1,455,4859,6815,2279,3293,0,225,870,19,2617
2025-04-07T16,-1,1,467,3909,6309,2278,376,0,0,7053,126,2266
2025-04-07T17,-1,1,472,2805,7040,2277,-1285,0,0,14762,147,1702
2025-04-07T18,-81,1,465,2076,9448,2278,-3082,0,0,16887,151,1575
2025-04-07T19,-108,1,462,2399,10156,2278,-4905,0,0,17351,155,1647
2025-04-07T20,-180,2,463,2212,10455,2278,-5116,0,0,18138,164,1377
2025-04-07T21,-118,2,458,2056,10899,2278,-5605,0,0,18366,169,1239
2025-04-07T22,-115,1,456,2011,10014,2279,-4953,0,0,17961,205,1427
2025-04-07T23,-115,1,450,1960,9778,2279,-4760,0,0,17641,216,2327
2025-04-08T00,-39,1,452,1991,9015,2279,-3761,0,0,16426,187,2652
2025-04-08T01,-1,2,451,2612,7820,2280,-1903,0,0,14173,162,3018
2025-04-08T02,97,2,456,3390,6831,2280,558,0,447,10107,112,3319
2025-04-08T03,166,1,456,4535,6015,2279,3740,0,479,3094,143,3637
2025-04-08T04,26,1,460,5240,5760,2279,6683,0,479,73,112,4006
2025-04-08T05,145,1,461,5182,5962,2279,6239,0,477,-58,107,4057
2025-04-08T06,67,1,467,4933,5852,2279,4550,0,211,-54,138,4126
2025-04-08T07,10,1,468,4792,5564,2280,3012,0,0,-51,127,4280
2025-04-08T08,25,0,469,4903,5587,2279,762,0,0,-50,4,4587
2025-04-08T09,39,0,474,4848,5769,2278,624,0,0,-50,0,4457
2025-04-08T10,26,0,468,4807,5878,2280,63,0,0,-51,0,4351
2025-04-08T11,53,1,470,4715,6079,2279,-165,0,0,-51,0,4068
2025-04-08T12,6,1,478,4781,5905,2279,-149,0,0,-50,0,4092
2025-04-08T13,13,1,475,4973,5723,2279,459,0,0,-39,4,3874
2025-04-08T14,12,1,472,5006,6299,2279,1340,0,234,166,86,3643
2025-04-08T15,-19,1,474,4995,6708,2279,2891,0,209,1052,122,3806
2025-04-08T16,-65,0,470,3999,6461,2279,139,0,0,7014,74,4012
2025-04-08T17,-13,1,464,2842,7414,2279,-1668,0,0,13622,40,3922
2025-04-08T18,-176,1,458,2483,9817,2280,-4031,0,0,15229,32,3882
2025-04-08T19,-73,1,451,1705,10814,2279,-5448,0,0,15815,35,3506
2025-04-08T20,-175,1,454,1457,10927,2279,-5796,0,0,16124,177,2804
2025-04-08T21,-26,0,454,1421,10473,2279,-5402,0,0,15880,185,2178
2025-04-08T22,-126,0,449,1509,10393,2279,-5341,0,0,15657,191,1989
2025-04-08T23,-97,16,445,1538,9154,2279,-4173,0,0,15079,182,2228
2025-04-09T00,-21,38,448,1625,8551,2279,-3365,0,0,15104,169,2520
2025-04-09T01,0,42,446,2342,7576,2280,-2150,0,0,13338,177,2776
2025-04-09T02,90,45,447,3564,6647,2280,-144,0,192,11280,184,3071
2025-04-09T03,124,44,453,4876,6104,2280,2733,0,184,4346,189,3418
2025-04-09T04,53,44,454,5505,6072,2279,6323,0,182,81,174,4097
2025-04-09T05,23,45,457,5716,6053,2279,5858,0,183,-48,136,4524
2025-04-09T06,32,45,459,5635,6025,2280,4479,0,183,-43,33,4677
2025-04-09T07,14,75,461,5613,5577,2282,2914,0,182,-40,33,4506
2025-04-09T08,103,102,462,4827,5625,2283,1436,0,0,-41,27,4285
2025-04-09T09,80,128,467,4657,5713,2280,1204,0,0,-41,0,4113
2025-04-09T10,22,69,467,4630,5827,2280,467,0,103,-41,1,4197
2025-04-09T11,53,0,474,4500,5814,2280,-143,0,14,-40,0,4189
2025-04-09T12,15,0,472,4498,5794,2281,279,0,0,-40,0,3703
2025-04-09T13,1,8,473,4766,6154,2281,303,0,0,-41,0,3387
2025-04-09T14,80,95,473,4827,7036,2281,1536,0,232,1,5,3153
2025-04-09T15,-22,180,464,4778,7075,2281,3293,0,204,985,137,2629
2025-04-09T16,-9,195,468,3834,6932,2282,516,0,0,7990,211,1710
2025-04-09T17,-5,183,462,2909,8577,2282,-2077,0,0,15249,200,1069
2025-04-09T18,-33,184,456,2308,9962,2281,-3604,0,0,17137,207,624
2025-04-09T19,-33,184,447,2042,10274,2280,-4838,0,0,18014,191,744
2025-04-09T20,-34,184,441,1867,11039,2278,-5829,0,0,18177,207,696
2025-04-09T21,-143,185,438,1743,10247,2279,-5091,0,0,18276,206,544
2025-04-09T22,-115,186,434,1791,9754,2280,-4607,0,0,17942,200,547
2025-04-09T23,-93,188,436,1961,9016,2280,-3903,0,0,17596,206,674
2025-04-10T00,-100,189,438,2294,8387,2281,-3111,0,0,17165,207,933
2025-04-10T01,-23,235,435,2834,7536,2281,-1398,0,200,15857,209,1364
2025-04-10T02,76,242,440,3829,7690,2281,383,0,224,12442,191,1726
2025-04-10T03,94,309,442,5321,8710,2281,3646,0,237,4416,183,1888
2025-04-10T04,25,322,444,6014,9187,2281,6847,0,237,121,181,2198
2025-04-10T05,9,272,453,6257,9425,2280,5812,0,240,-50,134,2657
2025-04-10T06,68,244,455,5872,9233,2280,4731,0,239,-45,38,2662
2025-04-10T07,74,224,462,4984,9066,2281,3638,0,238,-44,32,2323
2025-04-10T08,16,197,458,4678,9211,2281,1761,0,0,-44,12,2003
2025-04-10T09,49,193,465,4583,9694,2278,1207,0,0,-43,0,1905
2025-04-10T10,68,189,462,4431,9298,2278,492,0,0,-43,0,1744
2025-04-10T11,-2,187,468,4339,9444,2280,-189,0,0,-43,0,1494
2025-04-10T12,5,187,467,4319,9580,2280,-158,0,0,-43,0,1308
2025-04-10T13,23,187,470,4532,9471,2280,133,0,0,-43,0,1085
2025-04-10T14,14,189,475,4497,9531,2280,1221,0,189,3,13,1123
2025-04-10T15,-58,189,470,4576,8955,2279,2323,0,0,993,120,1104
2025-04-10T16,-119,187,464,3524,8826,2279,-281,0,0,7959,227,1004
2025-04-10T17,-104,187,459,2560,8836,2278,-2014,0,0,15491,219,964
2025-04-10T18,-135,187,451,1956,10806,2277,-4129,0,0,17555,163,951
2025-04-10T19,-25,188,445,1612,10654,2277,-4656,0,0,18299,20,852
2025-04-10T20,1,225,441,1387,9467,2276,-3877,0,0,17009,180,536
2025-04-10T21,27,193,433,1538,8512,2277,-2912,0,0,17241,174,394
2025-04-10T22,8,259,429,1819,8362,2276,-2509,0,0,16941,220,428
2025-04-10T23,-83,337,431,1884,8363,2276,-2051,0,0,15434,106,661
2025-04-11T00,6,312,430,1801,7572,2277,-1268,0,11,14633,21,1221
2025-04-11T01,53,248,434,2460,8487,2276,-1344,0,228,13794,20,2042
2025-04-11T02,109,243,432,3595,8310,2277,668,0,239,10260,33,2380
2025-04-11T03,117,251,432,5117,8648,2277,4006,0,238,3484,33,2773
2025-04-11T04,89,202,438,5602,8899,2277,5823,0,237,80,26,3022
2025-04-11T05,-1,201,444,5599,8932,2277,4389,0,239,-55,29,3733
2025-04-11T06,24,203,448,5588,8669,2277,2666,0,238,-48,48,4096
2025-04-11T07,0,198,450,5379,8091,2277,1221,0,217,-47,38,3980
2025-04-11T08,-1,200,449,4762,7514,2276,231,0,0,-47,0,4030
2025-04-11T09,0,200,452,4877,6764,2275,133,0,0,-47,0,3847
2025-04-11T10,-2,196,457,4899,6214,2275,-296,0,0,-47,0,3806
2025-04-11T11,-126,194,458,4742,6640,2274,-835,0,0,-47,0,3890
2025-04-11T12,-8,194,462,4850,6633,2274,-789,0,0,-47,0,3278
2025-04-11T13,0,197,462,5286,5937,2274,38,0,0,-47,0,2709
2025-04-11T14,136,197,466,5286,6679,2275,833,0,235,4,0,2147
2025-04-11T15,0,203,457,4939,6548,2275,2344,0,212,1102,12,2038
2025-04-11T16,0,206,458,3912,7182,2274,-506,0,183,7465,26,1742
2025-04-11T17,-18,205,448,2703,8514,2275,-2137,-1,0,14321,21,1356
2025-04-11T18,-48,204,442,1884,10029,2274,-3380,-2,0,16512,20,1122
2025-04-11T19,-180,205,442,1769,11452,2274,-5222,-2,0,19075,20,758
2025-04-11T20,-49,204,435,1956,11108,2273,-5656,-1,0,19836,20,561
2025-04-11T21,-79,206,439,2002,9091,2272,-4256,-1,0,19497,20,835
2025-04-11T22,-143,207,435,2051,9678,2272,-4866,-1,0,19320,20,1588
2025-04-11T23,-161,206,437,2013,9409,2269,-4123,-1,0,19111,20,2266
2025-04-12T00,-60,206,436,2047,8473,2269,-2949,-1,3,18665,19,3061
2025-04-12T01,18,207,437,2837,7282,2269,-1759,-1,199,16313,21,3947
2025-04-12T02,128,213,438,4228,6104,2269,370,-1,210,12251,49,4108
2025-04-12T03,133,213,443,5938,5447,2269,4940,-1,187,4070,169,4211
2025-04-12T04,171,208,447,6173,5972,2269,7301,-1,186,106,47,4538
2025-04-12T05,147,205,448,5920,6070,2269,6575,-1,187,-35,26,4601
2025-04-12T06,40,208,457,5862,5976,2270,5385,-1,0,-30,40,4312
2025-04-12T07,49,205,452,4976,5983,2270,3452,-1,0,-28,47,4238
2025-04-12T08,-7,199,463,4808,6085,2270,1593,-1,0,-28,0,4158
2025-04-12T09,-4,192,459,4799,5658,2271,703,-1,0,-27,0,4483
2025-04-12T10,-5,191,464,4749,4089,2268,282,-1,0,-27,0,4601
2025-04-12T11,-122,191,465,4622,4074,2267,-442,-1,0,-26,0,4995
2025-04-12T12,1,192,471,4615,3839,2267,-648,-1,0,-27,0,5047
2025-04-12T13,15,191,469,4867,3656,2266,-195,-1,0,-26,0,4791
2025-04-12T14,98,189,471,5289,3668,2264,316,-1,0,1,0,4691
2025-04-12T15,-1,189,471,4805,3359,2265,1631,-1,0,823,2,4569
2025-04-12T16,-46,189,465,3409,4569,2265,-623,-1,0,7125,15,4244
2025-04-12T17,-112,188,459,2138,7365,2264,-2641,-1,0,12967,0,4149
2025-04-12T18,-168,188,452,1735,9421,2264,-4310,-1,0,15434,0,3675
2025-04-12T19,-182,187,445,1238,9441,2264,-4469,-1,0,14704,0,3463
2025-04-12T20,-180,187,449,1079,11052,2263,-6283,-1,0,14520,1,3132
2025-04-12T21,-77,187,446,995,11066,2260,-6186,-1,0,14543,0,3038
2025-04-12T22,-7,187,445,1013,10629,2259,-5653,-1,0,14710,0,2966
2025-04-12T23,12,187,444,1056,9250,2259,-4142,-1,0,14170,0,3227
2025-04-13T00,-17,187,431,1134,7487,2259,-2452,-2,0,13383,0,3222
2025-04-13T01,3,192,439,1922,6637,2263,-1536,-3,9,13236,0,3341
2025-04-13T02,55,197,434,3221,6230,2307,-363,-3,187,11165,19,3850
2025-04-13T03,29,198,439,5182,4923,2309,2284,-3,179,4291,34,3657
2025-04-13T04,29,197,445,5675,5028,2309,5678,-3,181,83,48,3843
2025-04-13T05,10,198,444,5685,5371,2309,5497,-3,181,-61,48,3657
2025-04-13T06,-1,198,448,5457,5226,2110,5078,-3,182,-57,39,3570
2025-04-13T07,5,196,453,5085,5289,1598,3611,-3,180,-55,19,3816
2025-04-13T08,123,195,444,4944,5605,1329,2474,-3,0,-54,0,4040
2025-04-13T09,143,194,449,4858,5924,1135,1955,-3,0,-53,0,4453
2025-04-13T10,28,194,450,4822,5507,1135,1080,-3,0,-54,0,4337
2025-04-13T11,-2,190,454,4813,5451,1135,63,-3,0,-54,0,4535
2025-04-13T12,0,190,455,4860,5061,1134,555,-3,0,-53,0,4201
2025-04-13T13,144,189,463,5123,5210,1134,631,-3,0,-54,0,3681
2025-04-13T14,90,194,461,5190,5425,1134,1941,-3,0,-8,0,3194
2025-04-13T15,-1,205,465,4693,5621,1135,2066,-4,0,1027,1,2805
2025-04-13T16,-11,196,459,4014,3761,1135,350,-4,0,7669,23,2592
2025-04-13T17,-6,194,456,2178,6315,1135,-2155,-4,0,14874,0,2307
2025-04-13T18,-4,192,453,1506,9046,1136,-4491,-4,0,16941,5,1874
2025-04-13T19,-5,197,448,950,10096,1137,-5390,-5,0,17507,0,1630
2025-04-13T20,-8,198,442,733,10605,1137,-6004,-5,0,16336,0,1783
2025-04-13T21,-151,199,449,744,10777,1137,-6268,-5,0,15298,1,1823
2025-04-13T22,-151,198,449,912,9875,1136,-5352,-4,0,14474,0,1814
2025-04-13T23,-152,203,449,877,8463,1136,-3903,-2,0,14471,0,1768
2025-04-14T00,-149,206,447,1280,7152,1137,-2321,30,0,14735,0,2139
2025-04-14T01,-12,207,448,2036,6784,1137,-1210,46,4,14010,1,2042
2025-04-14T02,67,206,450,3736,6167,1137,86,18,235,11137,33,1925
2025-04-14T03,47,207,446,6061,6234,1137,2719,27,235,4418,33,2059
2025-04-14T04,71,207,456,6723,7241,1136,6567,42,236,395,25,2392
2025-04-14T05,41,208,453,6837,8163,1135,6099,45,234,220,25,2344
2025-04-14T06,48,207,459,6631,8670,1135,5421,46,233,4,34,2069
2025-04-14T07,-1,207,459,6116,8709,1134,2833,46,0,-52,47,2183
2025-04-14T08,20,200,461,5720,9166,1134,1077,46,0,-50,0,2098
2025-04-14T09,21,194,463,5078,9599,1133,978,37,0,-50,0,1863
2025-04-14T10,11,191,464,5020,9463,1134,535,30,0,-50,0,1672
2025-04-14T11,-8,189,469,4918,9679,1134,-178,30,0,-50,0,1720
2025-04-14T12,0,190,472,4913,9540,1133,-256,30,0,-50,0,1569
2025-04-14T13,109,192,470,5105,9424,1133,115,30,0,-49,0,1485
2025-04-14T14,141,198,453,5072,9255,1133,1951,30,230,-2,1,1534
2025-04-14T15,1,198,452,4735,9859,1134,3029,31,227,1064,10,1465
2025-04-14T16,-30,201,447,4168,8380,1133,1383,33,194,6309,25,1281
2025-04-14T17,-34,204,441,3016,8883,1133,-977,39,0,12850,10,1102
2025-04-14T18,-72,206,440,2867,9009,1134,-2204,46,0,15137,10,990
2025-04-14T19,-32,205,435,2117,11281,1135,-4765,45,0,17460,10,1150
2025-04-14T20,-34,206,429,1792,11393,1134,-4828,46,0,16718,9,1331
2025-04-14T21,-154,205,431,1767,11266,1133,-4784,46,0,16307,10,1187
2025-04-14T22,-157,210,429,2095,11316,1134,-5120,46,0,17094,10,1103
2025-04-14T23,-149,202,432,2238,11396,1133,-4800,46,0,16812,10,1047
2025-04-15T00,-123,202,443,2324,9760,1132,-2474,44,0,14617,10,1357
2025-04-15T01,29,202,446,3499,9023,1132,-1838,47,46,13303,11,1490
2025-04-15T02,69,203,453,4743,9311,1133,-1044,46,221,10072,33,2245
2025-04-15T03,179,203,445,6017,9659,1133,3177,46,459,3778,33,2183
2025-04-15T04,14,203,452,6470,10503,1133,6023,46,474,92,42,2214
2025-04-15T05,11,203,454,6548,10484,1133,5605,46,471,-70,42,2459
2025-04-15T06,-1,202,458,6194,10731,1134,4484,46,230,-66,33,2483
2025-04-15T07,21,197,455,6160,10403,1135,2786,46,229,-64,26,2471
2025-04-15T08,99,197,464,5561,10548,1134,1186,46,0,-66,0,2351
2025-04-15T09,32,199,464,5070,9946,1134,645,46,0,-66,0,2187
2025-04-15T10,-4,197,468,4899,9394,1135,115,46,0,-68,0,2309
