period,Battery storage,Coal,Geothermal,Hydro,Natural Gas,Nuclear,Other,Petroleum,Pumped storage,Solar,Solar with integrated battery storage,Wind
2025-03-07T06,10,836,298,4860,9282,2275,3951,45,0,-46,30,4852
2025-03-07T07,5,639,299,4192,9353,2276,3708,45,0,-46,0,4303
2025-03-07T08,0,561,303,3690,9100,2277,2783,44,180,-45,0,4465
2025-03-07T09,-1,440,300,3512,9281,2278,747,44,231,-45,0,4605
2025-03-07T10,6,411,231,3421,8030,2278,921,45,232,-45,0,4673
2025-03-07T11,1,409,247,3417,7691,2278,536,45,232,-45,0,4580
2025-03-07T12,-2,407,255,3325,7642,2278,359,46,233,-45,0,4402
2025-03-07T13,0,403,281,3497,7928,2279,183,46,233,-46,0,4094
2025-03-07T14,0,511,281,3527,8387,2278,1019,46,232,-46,1,3807
2025-03-07T15,36,655,298,3936,9039,2276,1830,46,219,47,21,3764
2025-03-07T16,-36,621,299,3821,9717,2275,2295,46,113,1447,134,4085
2025-03-07T17,-6,471,297,3253,8475,2276,169,46,0,6975,269,4133
2025-03-07T18,-77,398,293,2791,7407,2277,-1734,46,0,13033,326,4009
2025-03-07T19,-85,394,294,2140,7879,2277,-3688,46,0,15272,354,3987
2025-03-07T20,-128,391,292,1613,8440,2277,-4460,46,0,15352,379,4017
2025-03-07T21,-136,390,291,1581,10462,2277,-6426,46,0,15647,389,3958
2025-03-07T22,-130,391,293,1563,11273,2277,-7198,46,0,15401,381,3954
2025-03-07T23,-109,394,295,1708,9846,2276,-6061,46,0,16396,385,4285
2025-03-08T00,-67,479,290,1717,8793,2274,-4767,46,0,16044,390,4591
2025-03-08T01,-8,405,295,2180,6589,2274,-2083,46,0,13998,372,4133
2025-03-08T02,35,522,294,3786,6104,2275,-128,46,236,9252,195,3838
2025-03-08T03,90,717,297,4208,6953,2275,3479,46,236,1612,150,3667
2025-03-08T04,51,834,296,4534,7865,2276,5013,46,235,-48,144,3473
2025-03-08T05,57,793,296,4617,8124,2276,4386,46,234,-48,118,3625
2025-03-08T06,103,673,300,4421,8499,2275,3723,45,233,-45,174,3461
2025-03-08T07,94,534,298,4252,8550,2274,3855,46,231,-44,7,3103
2025-03-08T08,51,494,295,4209,8025,2274,3073,46,232,-43,1,2578
2025-03-08T09,14,413,298,3901,8040,2274,3072,46,234,-43,0,2408
2025-03-08T10,14,405,299,3634,8136,2278,922,45,231,-45,0,4505
2025-03-08T11,1,404,299,3581,7804,2278,540,45,232,-45,0,4459
2025-03-08T12,121,404,303,3415,7686,2278,359,46,234,-45,0,4355
2025-03-08T13,59,408,303,3509,7924,2279,186,46,234,-46,0,4066
2025-03-08T14,0,495,302,3562,8307,2278,1019,46,233,-46,1,3720
2025-03-08T15,10,605,303,3679,8763,2276,1834,46,232,117,64,3524
2025-03-08T16,-2,551,299,3270,9259,2275,2295,46,0,1522,207,3714
2025-03-08T17,-33,499,307,3198,8079,2276,171,46,0,7045,219,3731
2025-03-08T18,-115,473,297,2827,6956,2277,-1732,46,0,12960,203,3839
2025-03-08T19,-176,418,298,2027,7445,2277,-3686,46,0,15100,199,4047
2025-03-08T20,-180,394,297,1582,8079,2277,-4459,46,0,15182,199,4057
2025-03-08T21,-174,391,298,1553,10094,2277,-6425,46,0,15281,192,3969
2025-03-08T22,-94,393,300,1541,10867,2277,-7195,46,0,14978,200,4005
2025-03-08T23,-11,459,304,1566,9478,2276,-6062,46,0,15771,201,4289
2025-03-09T00,-1,502,303,1671,8447,2274,-4768,46,0,15770,178,4334
2025-03-09T01,7,518,302,2069,6291,2274,-2083,46,189,14006,197,3872
2025-03-09T02,109,662,307,3769,5927,2275,-127,46,327,9265,100,3700
2025-03-09T03,78,870,307,4159,6874,2275,3479,46,232,1612,115,3389
2025-03-09T04,29,969,309,4532,7791,2276,5010,46,233,-48,107,3113
2025-03-09T05,49,905,309,4601,8058,2276,4389,46,231,-48,130,3202
2025-03-09T06,60,824,311,4310,8473,2275,3720,45,229,-45,148,3142
2025-03-09T07,3,831,311,4035,8552,2274,3856,46,0,-44,73,2785
2025-03-09T08,0,703,321,3951,8096,2274,3073,46,0,-43,55,2381
2025-03-09T09,0,638,313,3809,8766,2274,587,45,0,-41,3,931
2025-03-09T10,0,466,317,3419,8783,2272,901,46,0,-40,0,962
2025-03-09T11,-1,396,317,3126,8936,2273,695,44,0,-41,0,736
2025-03-09T12,11,396,321,3039,9037,2273,377,45,0,-41,0,740
2025-03-09T13,16,397,317,3499,9081,2273,332,46,0,-41,1,835
2025-03-09T14,144,460,319,3846,9131,2273,554,46,0,-40,5,834
2025-03-09T15,72,647,318,3519,9261,2274,1799,46,0,138,4,810
2025-03-09T16,70,570,318,2851,7502,2274,1818,46,0,2749,115,757
2025-03-09T17,3,444,312,2374,6353,2273,-1257,46,0,11756,204,616
2025-03-09T18,-14,400,307,1430,8528,2273,-4323,46,0,14569,199,678
2025-03-09T19,-84,394,302,1248,9165,2274,-5189,46,0,13761,200,797
2025-03-09T20,-73,393,303,1243,9623,2273,-5991,46,0,13057,199,944
2025-03-09T21,-150,393,300,1243,9328,2273,-5871,46,0,12172,198,875
2025-03-09T22,-146,389,300,1165,8142,2272,-4868,46,0,11670,201,736
2025-03-09T23,-105,392,297,1156,7372,2272,-4050,46,0,10959,189,577
2025-03-10T00,22,391,299,1142,6225,2272,-2827,46,0,10529,172,510
2025-03-10T01,6,420,304,2037,5107,2272,-1286,46,176,9680,179,484
2025-03-10T02,64,613,303,3213,5316,2273,242,46,224,8825,126,738
2025-03-10T03,1,538,305,3774,6583,2274,4560,46,258,1826,120,782
2025-03-10T04,57,504,305,4007,7098,2274,6606,45,232,-11,201,758
2025-03-10T05,58,492,309,4107,7081,2272,5577,46,232,-17,130,813
2025-03-10T06,75,492,311,3716,6930,2273,4567,46,232,-14,99,921
2025-03-10T07,24,403,312,3602,7020,2274,2890,46,232,-14,4,1070
2025-03-10T08,81,398,316,3363,7248,2273,849,46,232,-13,0,1377
2025-03-10T09,0,397,315,2950,7771,2272,281,46,232,-12,0,1407
2025-03-10T10,4,397,314,2954,7650,1992,-282,45,233,-13,0,1421
2025-03-10T11,1,395,317,2945,8322,1642,-667,44,233,-14,0,1488
2025-03-10T12,-6,396,317,3075,8617,1624,-628,44,232,-14,0,1590
2025-03-10T13,1,395,317,3098,8718,1624,-85,43,189,-13,0,1453
2025-03-10T14,-29,474,316,3451,9414,1628,1052,43,181,-13,1,1406
2025-03-10T15,-2,536,321,3589,10508,1630,3098,45,179,173,26,1248
2025-03-10T16,24,419,320,3448,10427,1631,2493,46,180,2831,74,949
2025-03-10T17,28,394,309,3010,9422,1632,-1497,46,1,11401,155,753
2025-03-10T18,-26,393,306,2343,9885,1633,-4104,46,0,15777,161,810
2025-03-10T19,-28,393,304,2159,9999,1631,-5094,46,0,15548,192,1023
2025-03-10T20,-177,392,300,1974,10096,1632,-5792,46,0,15183,193,1058
2025-03-10T21,-158,390,302,1669,9374,1630,-5252,46,0,13717,172,1039
2025-03-10T22,-147,411,305,1937,8448,1628,-4540,46,0,12751,138,1053
2025-03-10T23,-71,457,304,1810,7791,1627,-3956,46,0,11951,106,941
2025-03-11T00,-2,464,306,2068,6849,1627,-2655,46,0,11085,122,1022
2025-03-11T01,16,541,306,3118,6795,1627,-1771,46,0,9817,105,1168
2025-03-11T02,30,741,307,3928,6498,1629,307,46,0,7073,113,1441
2025-03-11T03,28,900,308,4515,7429,1629,3590,46,0,1161,111,2039
2025-03-11T04,27,907,311,4700,8374,1632,4480,46,0,69,98,2706
2025-03-11T05,-1,815,313,4492,8313,1631,3747,46,0,-32,89,2842
2025-03-11T06,0,648,315,4286,8112,1629,3417,46,0,-33,90,2984
2025-03-11T07,0,485,0,4045,8243,1631,2224,45,0,-32,4,2630
2025-03-11T08,81,519,316,3553,8076,1631,1130,46,0,-31,0,2464
2025-03-11T09,0,429,314,3436,8968,1632,160,46,0,-30,0,2513
2025-03-11T10,4,395,314,3433,8856,1633,-31,44,0,-31,0,2810
2025-03-11T11,1,391,316,3343,9257,1631,-693,42,0,-31,0,3027
2025-03-11T12,-6,396,316,3459,9277,1629,-773,46,0,-32,0,2855
2025-03-11T13,1,542,317,3448,8906,1631,-13,46,0,-32,0,2978
2025-03-11T14,-29,730,315,3810,9048,1630,954,46,0,-32,3,2789
2025-03-11T15,-2,783,321,4033,10286,1629,2354,45,0,80,65,2494
2025-03-11T16,24,713,320,3740,11007,1631,2968,45,0,1694,20,2141
2025-03-11T17,28,737,309,3138,9507,1632,1667,45,0,5627,5,1652
2025-03-11T18,-26,679,306,2949,7788,1631,321,46,0,8061,8,1662
2025-03-11T19,-28,744,304,2614,7169,1630,-1062,46,0,9331,31,1855
2025-03-11T20,-177,703,300,2266,7594,1629,-2840,44,0,11285,52,2057
2025-03-11T21,-158,776,302,2229,7887,1629,-3323,45,0,10697,3,2252
2025-03-11T22,-147,703,305,2169,8484,1627,-3758,44,0,11577,0,2111
2025-03-11T23,-71,695,304,2087,7649,1626,-2687,43,0,10586,5,2223
2025-03-12T00,-2,621,306,2230,8231,1626,-3028,44,0,10528,3,2320
2025-03-12T01,16,626,306,2994,9026,1628,-2331,46,0,9816,79,2531
2025-03-12T02,27,773,307,3799,8971,1628,-543,46,0,5719,144,2440
2025-03-12T03,27,921,308,4381,9657,1628,2220,46,0,1317,144,2400
2025-03-12T04,27,896,311,4480,10218,1629,4069,46,0,116,123,2543
2025-03-12T05,-1,844,313,4463,10179,1630,3494,45,0,2,145,2602
2025-03-12T06,0,847,315,4079,10288,1630,2557,46,0,-6,23,2412
2025-03-12T07,0,841,314,3708,10057,1632,1728,43,0,-6,48,2273
2025-03-12T08,70,814,309,3755,10008,1631,607,45,0,-8,0,2030
2025-03-12T09,92,721,307,3468,10005,1634,445,46,0,-8,0,1828
2025-03-12T10,58,622,308,3397,10069,1632,-118,46,0,-10,0,1836
2025-03-12T11,1,568,311,3319,10477,1629,-788,46,0,-10,0,1880
2025-03-12T12,0,578,310,3393,10642,1628,-965,46,0,-15,0,1968
2025-03-12T13,-8,660,310,3513,10143,1628,-293,46,0,-18,0,1753
2025-03-12T14,0,714,311,3684,10526,1629,568,46,0,-17,10,1836
2025-03-12T15,-10,715,311,3894,11299,1629,1962,46,0,125,1,1880
2025-03-12T16,-1,619,309,3305,11854,1630,2185,46,0,2550,60,1936
2025-03-12T17,10,437,308,2813,11899,1631,-649,46,0,9049,128,2043
2025-03-12T18,-25,393,274,2770,10568,1631,-1713,46,0,11991,134,2472
2025-03-12T19,-30,393,276,2579,10855,1629,-2868,46,0,12473,102,2909
2025-03-12T20,-26,391,280,2394,11920,1628,-3810,46,0,12018,115,3429
2025-03-12T21,-27,391,292,2288,11445,1628,-3909,46,0,11904,69,3441
2025-03-12T22,-25,393,291,2229,10430,1628,-3075,46,0,10284,64,3869
2025-03-12T23,-3,418,293,2261,10617,1613,-2797,46,0,9298,21,4299
2025-03-13T00,-1,398,290,2529,10364,1596,-1748,46,0,8090,77,4174
2025-03-13T01,27,394,291,2985,10647,1595,-1444,45,0,7037,180,4121
2025-03-13T02,34,393,293,3768,9204,1605,1465,43,0,4013,179,3834
2025-03-13T03,20,391,295,4211,9690,1628,3866,46,202,681,141,4117
2025-03-13T04,-20,391,300,4695,10407,1632,3875,46,232,-21,124,4192
2025-03-13T05,-23,391,301,4602,10170,1635,3423,43,230,-46,156,4039
2025-03-13T06,3,429,303,4133,9897,1619,2818,46,0,-44,6,3657
2025-03-13T07,-2,410,306,3906,9339,1606,2158,46,0,-44,46,3036
2025-03-13T08,9,403,307,3639,9099,1606,959,46,0,-44,0,2894
2025-03-13T09,0,398,306,3242,9014,1606,304,46,0,-43,0,3000
2025-03-13T10,15,396,306,3218,9327,1606,-907,46,0,-45,0,3330
2025-03-13T11,0,395,310,3207,8631,1607,-871,46,0,-44,0,3190
2025-03-13T12,-1,394,311,3378,8546,1604,-1325,45,0,-44,0,3929
2025-03-13T13,0,393,307,3402,8015,1606,-197,46,0,-45,0,2877
2025-03-13T14,32,534,312,3871,8480,1607,238,46,0,-44,13,3291
2025-03-13T15,-1,724,311,4006,9062,1607,1763,45,0,59,3,3368
2025-03-13T16,2,626,306,3803,9519,1607,2457,45,0,1049,78,3345
2025-03-13T17,-1,502,308,3235,10172,1608,853,45,0,4363,163,3577
2025-03-13T18,-60,408,308,3035,8682,1608,-225,45,0,6977,165,3613
2025-03-13T19,-61,398,305,2637,7947,1608,-1714,46,0,8841,170,4301
2025-03-13T20,-70,396,305,2440,8401,1608,-3558,46,0,10328,186,5193
2025-03-13T21,-90,397,307,2064,8613,1607,-4251,46,0,10801,190,5445
2025-03-13T22,-93,394,309,2039,8606,1606,-4690,46,0,11277,227,5570
2025-03-13T23,-18,393,304,2015,9219,1605,-5057,46,0,11482,238,5454
2025-03-14T00,-10,393,310,1921,8325,1606,-4252,46,0,12969,253,5037
2025-03-14T01,-114,392,307,2692,7187,1606,-2942,46,0,11125,297,5034
2025-03-14T02,8,393,311,4108,6262,1606,-928,46,0,7436,210,5713
2025-03-14T03,30,392,311,4647,7012,1608,2282,46,0,1665,173,4604
2025-03-14T04,21,392,310,5027,8945,1608,3402,46,0,-46,182,4772
2025-03-14T05,4,393,310,4811,9163,1609,2910,44,0,-51,152,4528
2025-03-14T06,0,396,309,4211,9147,1610,2600,45,0,-49,29,4139
2025-03-14T07,-5,408,308,3990,8974,1610,1264,46,0,-48,0,3701
2025-03-14T08,-2,403,312,3730,9091,1611,302,46,0,-49,0,3336
2025-03-14T09,0,402,311,3697,9742,1611,558,46,0,-49,0,2979
2025-03-14T10,0,399,312,3597,9919,1611,-331,46,0,-50,0,2984
2025-03-14T11,-1,398,312,3584,10584,1609,-930,46,0,-49,0,3241
2025-03-14T12,0,398,310,3642,10532,1608,-911,46,0,-50,0,3134
2025-03-14T13,29,393,313,3609,10362,1608,-563,46,0,-51,0,3351
2025-03-14T14,88,400,311,3964,10609,1609,200,46,0,-50,5,3377
2025-03-14T15,120,530,311,4231,10885,1609,1908,46,0,51,27,3781
2025-03-14T16,86,464,315,3980,11524,1608,2899,45,0,859,43,3902
2025-03-14T17,43,428,310,3570,11893,1609,2404,45,0,4001,84,3536
2025-03-14T18,-38,418,312,3132,12932,1609,1558,45,0,4652,133,3396
2025-03-14T19,-19,548,313,2711,13505,1626,-1503,45,0,7015,119,3782
2025-03-14T20,-19,471,309,2659,12306,1638,-2856,45,0,9307,98,3917
2025-03-14T21,-59,457,312,2399,11449,1638,-2969,46,0,9709,111,3936
2025-03-14T22,-26,515,309,2311,11315,1637,-3591,46,0,12163,114,4078
2025-03-14T23,-62,426,310,2169,11566,1636,-3743,45,0,11218,179,3853
2025-03-15T00,-86,405,307,2397,11448,1636,-2949,45,0,9991,178,3829
2025-03-15T01,110,404,311,2903,10493,1634,-1874,45,0,8467,118,3793
2025-03-15T02,35,397,314,3781,9938,1634,-143,46,221,5286,48,4034
2025-03-15T03,25,392,313,4329,10469,1634,2605,46,233,1160,149,4648
2025-03-15T04,13,411,314,4566,10844,1633,3629,46,232,-22,161,4935
2025-03-15T05,6,433,314,4378,10546,1635,2763,46,231,-17,51,5142
2025-03-15T06,-1,411,312,4262,10240,1637,2532,45,0,-16,0,5695
2025-03-15T07,-6,406,312,4016,9903,1638,1709,46,0,-17,0,5193
2025-03-15T08,10,406,318,3904,9229,1639,1139,46,0,-16,0,4946
2025-03-15T09,0,405,316,3916,7498,1639,1944,46,0,-17,0,5071
2025-03-15T10,-1,406,316,3808,7187,1671,1149,46,0,-23,0,4782
2025-03-15T11,0,408,320,3776,6855,1768,731,46,0,-24,0,4083
2025-03-15T12,0,409,316,3740,6652,1941,144,46,0,-24,0,3927
2025-03-15T13,1,472,317,3648,6467,2121,141,46,0,-26,0,4110
2025-03-15T14,40,587,321,3997,6812,2258,349,46,0,-25,16,3897
2025-03-15T15,13,553,317,3934,7253,2270,1205,46,0,200,76,3672
